Park	Transect	Day	Month	Year	ActualDate	BiMonth	TimeStart	TimeEnd	Thomsons	Impala	Zebra	Gnu	Topi	Warthog	Hartebeast	Grants	Buffalo	Hippo	Giraffe	Ostrich	Eland	Elephant	Oribi	Reedbuck	Waterbuck	Baboons	Bushbuck	Other	Comments	TotalPrey	AvgPrey	Distance
TM	RSP	15	4	2009	15-Apr-09	2	801	815	116	6	20	0	34	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	 	178	148.564103	3.22
TM	RSP	2	5	2009	02-May-09	1	831	852	19	6	0	0	25	13	0	0	0	0	0	0	0	0	0	0	0	0	0	13	 	76	148.564103	3.22
TM	RSP	15	5	2009	15-May-09	2	843	905	48	16	0	0	49	5	0	0	0	0	0	0	20	0	0	0	0	0	0	25	 	163	148.564103	3.22
TM	RSP	8	6	2009	08-Jun-09	1	740	801	62	14	40	0	11	0	0	0	0	0	0	0	16	0	0	0	0	0	0	16	 	159	148.564103	3.22
TM	RSP	28	6	2009	28-Jun-09	2	731	749	28	3	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	61	148.564103	3.22
TM	RSP	5	7	2009	05-Jul-09	1	754	813	11	3	0	0	1	0	0	0	0	0	0	0	0	9	0	0	0	0	0	9	 	33	148.564103	3.22
TM	RSP	28	7	2009	28-Jul-09	2	749	809	38	27	0	56	2	6	0	0	1	0	0	0	0	0	0	0	0	0	0	7	 	137	148.564103	3.22
TM	RSP	2	8	2009	02-Aug-09	1	706	725	23	14	0	1	10	11	0	0	0	0	0	0	0	0	0	0	0	0	0	11	 	70	148.564103	3.22
TM	RSP	29	8	2009	29-Aug-09	2	820	833	7	2	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	14	148.564103	3.22
TM	RSP	4	9	2009	04-Sep-09	1	822	844	17	1	0	0	6	2	0	0	2	0	0	0	0	17	0	0	0	0	0	21	 	66	148.564103	3.22
TM	RSP	23	9	2009	23-Sep-09	2	837	849	13	6	31	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	55	148.564103	3.22
TM	RSP	5	10	2009	05-Oct-09	1	830	839	25	14	8	0	1	2	0	0	0	0	0	0	4	0	0	0	0	0	0	6	 	60	148.564103	3.22
TM	RSP	23	10	2009	23-Oct-09	2	820	838	32	37	0	38	3	2	0	0	2	0	0	0	0	1	0	0	0	0	0	5	 	120	148.564103	3.22
TM	RSP	5	11	2009	05-Nov-09	1	708	721	24	10	11	303	5	0	0	0	17	0	0	0	0	0	0	0	0	0	0	17	 	387	148.564103	3.22
TM	RSP	26	11	2009	26-Nov-09	2	806	822	48	1	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	 	55	148.564103	3.22
TM	RSP	5	12	2009	05-Dec-09	1	736	748	72	2	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	 	81	148.564103	3.22
TM	RSP	22	12	2009	22-Dec-09	2	835	849	216	39	32	0	29	3	0	0	7	0	0	0	0	0	0	0	0	0	0	10	 	336	148.564103	3.22
TM	RSP	4	1	2010	04-Jan-10	1	840	854	50	1	9	0	65	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6	 	137	148.564103	3.22
TM	RSP	29	1	2010	29-Jan-10	2	821	835	204	14	0	0	58	1	0	9	3	0	0	4	0	0	0	0	1	9	0	27	 	330	148.564103	3.22
TM	RSP	22	2	2010	22-Feb-10	2	818	847	40	1	0	0	52	0	0	0	13	0	1	0	0	0	0	0	1	0	0	15	 	123	148.564103	3.22
TM	RSP	7	3	2010	07-Mar-10	1	728	809	276	8	3	0	29	6	0	0	22	0	0	6	0	0	0	0	0	0	0	34	 	384	148.564103	3.22
TM	RSP	18	3	2010	18-Mar-10	2	758	820	309	9	21	0	104	0	0	1	23	0	0	0	0	0	0	0	0	0	0	24	 	491	148.564103	3.22
TM	RSP	12	4	2010	12-Apr-10	1	835	855	161	80	26	0	83	4	0	7	14	0	5	7	0	0	0	0	2	0	0	39	 	428	148.564103	3.22
TM	RSP	21	4	2010	21-Apr-10	2	830	847	65	5	0	0	35	2	0	2	5	0	0	0	0	0	0	0	0	0	0	9	 	123	148.564103	3.22
TM	RSP	28	5	2010	28-May-10	2	734	806	268	65	11	0	99	6	0	0	2	0	0	1	0	0	0	0	1	0	0	10	 	463	148.564103	3.22
TM	RSP	14	6	2010	14-Jun-10	1	759	823	99	15	10	0	76	3	1	1	7	0	0	0	0	0	0	0	0	0	0	11	 	223	148.564103	3.22
TM	RSP	25	6	2010	25-Jun-10	2	804	848	70	3	8	107	32	4	1	0	8	0	0	0	0	0	0	0	2	0	0	14	 	249	148.564103	3.22
TM	RSP	14	7	2010	14-Jul-10	1	752	816	28	21	71	2	13	3	0	0	2	0	2	1	0	0	0	0	0	0	0	8	 	151	148.564103	3.22
TM	RSP	29	7	2010	29-Jul-10	2	715	741	12	97	62	61	10	2	1	0	0	0	0	1	0	0	0	0	0	0	0	3	 	249	148.564103	3.22
TM	RSP	14	8	2010	14-Aug-10	1	836	848	5	0	38	0	1	4	0	0	2	0	0	0	0	0	0	0	1	0	0	7	 	58	148.564103	3.22
TM	RSP	28	8	2010	28-Aug-10	2	828	843	6	1	188	510	2	6	0	0	0	0	0	1	0	0	0	0	0	0	0	7	 	721	148.564103	3.22
TM	RSP	15	9	2010	15-Sep-10	1	800	816	15	27	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	 	51	148.564103	3.22
TM	RSP	25	9	2010	25-Sep-10	2	753	806	27	3	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	 	38	148.564103	3.22
TM	RSP	9	10	2010	09-Oct-10	1	810	831	5	3	25	709	9	0	0	0	7	0	0	0	0	3	0	0	0	0	0	10	 	771	148.564103	3.22
TM	RSP	20	10	2010	20-Oct-10	2	751	807	25	1	31	245	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	 	307	148.564103	3.22
TM	RSP	4	11	2010	04-Nov-10	1	802	814	33	1	0	0	1	5	0	0	0	0	0	1	0	0	0	0	0	0	0	6	 	47	148.564103	3.22
TM	RSP	21	11	2010	21-Nov-10	2	806	822	27	0	17	0	3	6	0	0	0	0	0	0	0	5	0	0	0	0	0	11	 	69	148.564103	3.22
TM	RSP	14	12	2010	14-Dec-10	1	746	802	29	1	0	0	33	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	 	71	148.564103	3.22
TM	RSP	23	12	2010	23-Dec-10	2	742	758	31	1	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	 	44	148.564103	3.22
TM	RSP	7	1	2011	07-Jan-11	1	736	746	80	3	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	89	148.564103	3.22
TM	RSP	24	1	2011	24-Jan-11	2	808	826	119	4	0	0	17	15	0	0	0	0	0	0	0	0	0	0	0	0	0	15	 	170	148.564103	3.22
TM	RSP	4	2	2011	04-Feb-11	1	826	842	86	21	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	117	148.564103	3.22
TM	RSP	19	2	2011	19-Feb-11	2	806	823	81	5	0	0	5	9	0	0	0	0	1	0	0	0	0	0	0	0	0	10	 	111	148.564103	3.22
TM	RSP	3	3	2011	03-Mar-11	1	831	845	85	20	97	0	14	10	0	0	0	0	0	0	0	0	0	0	0	0	0	10	 	236	148.564103	3.22
TM	RSP	24	3	2011	24-Mar-11	2	722	743	32	6	0	0	16	1	0	0	0	0	2	0	0	0	0	0	0	0	0	3	 	60	148.564103	3.22
TM	RSP	4	4	2011	04-Apr-11	1	810	824	75	2	0	0	16	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6	 	105	148.564103	3.22
TM	RSP	17	4	2011	17-Apr-11	2	811	842	77	0	0	0	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	 	93	148.564103	3.22
TM	RSP	3	5	2011	03-May-11	1	806	823	109	14	0	0	16	4	0	0	3	0	0	0	0	0	0	0	0	0	0	7	 	153	148.564103	3.22
TM	RSP	21	5	2011	21-May-11	2	836	856	55	13	0	0	18	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	 	90	148.564103	3.22
TM	RSP	2	6	2011	02-Jun-11	1	830	848	108	4	0	0	82	1	0	3	0	0	0	3	0	0	0	0	0	0	0	7	 	208	148.564103	3.22
TM	RSP	18	6	2011	18-Jun-11	2	846	857	138	15	0	0	31	5	0	0	2	0	0	2	0	0	0	0	0	0	0	9	 	202	148.564103	3.22
TM	RSP	9	7	2011	09-Jul-11	1	718	732	209	17	4	0	29	4	0	0	1	0	0	0	0	0	0	0	0	0	0	5	 	269	148.564103	3.22
TM	RSP	19	7	2011	19-Jul-11	2	757	814	79	1	1	65	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	 	154	148.564103	3.22
TM	RSP	3	8	2011	03-Aug-11	1	843	853	57	9	43	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	117	148.564103	3.22
TM	RSP	23	8	2011	23-Aug-11	2	839	852	39	3	5	32	3	0	0	0	3	0	0	2	0	0	0	0	0	0	0	5	 	92	148.564103	3.22
TM	RSP	5	9	2011	05-Sep-11	1	832	843	49	0	5	0	8	4	0	0	1	0	0	0	0	0	0	0	0	0	0	5	 	72	148.564103	3.22
TM	RSP	17	9	2011	17-Sep-11	2	815	828	78	2	6	6	6	3	0	0	3	0	0	0	0	8	0	0	0	0	0	14	NOTE: We also saw 1 dik dik but there is no column for this so we just are noting it here.	126	148.564103	3.22
TM	RSP	8	10	2011	08-Oct-11	1	824	843	39	4	311	496	9	1	0	0	9	0	0	0	3	0	0	0	0	0	0	13	 	885	148.564103	3.22
TM	RSP	22	10	2011	22-Oct-11	2	825	843	25	2	166	0	7	4	0	0	7	0	0	0	0	0	0	0	0	0	0	11	 	222	148.564103	3.22
TM	RSP	8	11	2011	08-Nov-11	1	708	719	37	24	5	0	13	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	 	87	148.564103	3.22
TM	RSP	16	11	2011	16-Nov-11	2	754	808	46	2	0	0	12	2	0	0	23	0	0	0	0	0	0	0	0	0	0	25	 	110	148.564103	3.22
TM	RSP	11	12	2011	11-Dec-11	1	733	757	48	4	0	0	3	5	0	0	4	0	0	1	0	0	0	0	0	0	0	10	 	75	148.564103	3.22
TM	RSP	17	12	2011	17-Dec-11	2	723	739	89	5	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	7	 	115	148.564103	3.22
TM	RSP	2	1	2011	02-Jan-12	1	753	808	71	2	0	0	22	8	0	0	0	0	0	0	0	8	0	0	0	0	0	16	 	127	148.564103	3.22
TM	RSP	23	1	2012	23-Jan-12	2	839	853	15	7	1	0	15	10	0	3	2	0	0	0	0	0	0	0	0	0	0	15	 	68	148.564103	3.22
TM	RSP	5	2	2012	05-Feb-12	1	837	857	111	16	0	0	70	6	0	0	18	0	0	0	0	0	0	0	0	0	0	24	 	245	148.564103	3.22
TM	RSP	21	2	2012	21-Feb-12	2	825	840	18	3	0	0	34	5	0	0	0	0	2	0	0	0	0	0	0	0	0	7	 	69	148.564103	3.22
TM	RSP	8	3	2012	08-Mar-12	1	817	830	38	29	12	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	 	94	148.564103	3.22
TM	RSP	18	3	2012	18-Mar-12	2	815	827	19	47	0	0	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	 	80	148.564103	3.22
TM	RSP	12	4	2012	12-Apr-12	1	818	833	13	14	0	0	11	4	0	0	7	0	0	1	0	0	0	0	0	0	0	12	 	62	148.564103	3.22
TM	RSP	29	7	2012	29-Jul-12	2	851	914	32	9	0	0	32	4	0	0	1	0	0	2	0	0	0	0	0	0	0	0	 	80	148.564103	3.22
TM	RSP	5	8	2012	05-Aug-12	1	744	802	30	6	38	27	9	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	 	118	148.564103	3.22
TM	RSP	11	9	2012	11-Sep-12	1	8:13	8:27	12	6	0	3	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	 		30	148.564103	3.22
TM	RSP	16	9	2012	16-Sep-12	2	8:12	8:33	5	5	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	 		19	148.564103	3.22
TM	RSP	6	10	2012	06-Oct-12	1	8:23	8:41	4	27	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	 		36	148.564103	3.22
TM	RSP	15	10	2012	15-Oct-12	1	7:37	7:56	51	12	6	74	11	0	0	0	4	1	0	0	0	0	0	0	0	0	0	 		159	148.564103	3.22
TM	RSP	23	10	2012	23-Oct-12	2	8:50	9:06	37	37	32	14	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	 		127	148.564103	3.22
TM	RSP	4	11	2012	04-Nov-12	1	8:48	9:00	2	0	9	0	5	2	0	0	4	0	0	0	0	0	0	0	0	0	0	 		22	148.564103	3.22
TM	RSP	17	11	2012	17-Nov-12	2	8:09	8:23	5	1	0	0	7	4	0	0	5	0	0	0	0	0	0	0	0	0	0	 		22	148.564103	3.22
TM	RSP	4	12	2012	04-Dec-12	1	8:37	8:50	21	17	0	0	14	1	0	0	6	0	0	0	0	0	0	0	0	0	0	 		59	148.564103	3.22
TM	RSP	16	12	2012	16-Dec-12	2	8:37	8:51	30	24	35	0	5	10	0	0	0	0	1	0	0	0	0	0	0	0	0	 		105	148.564103	3.22
TM	RSP	24	1	2013	24-Jan-13	2	8:42	8:58	9	0	0	0	4	6	0	0	7	0	0	0	0	0	0	0	0	0	0	 		26	148.564103	3.22
TM	RSP	10	2	2013	10-Feb-13	1	8:51	9:11	103	21	0	0	19	5	0	0	3	0	0	0	0	0	0	0	0	0	0	 		151	148.564103	3.22
TM	RSP	24	2	2013	24-Feb-13	2	8:33	8:56	24	7	0	0	10	8	0	0	0	0	0	5	0	0	0	0	0	0	0	 		54	148.564103	3.22
TM	RSP	4	3	2013	04-Mar-13	1	8:29	8:42	34	3	4	0	11	6	0	0	0	0	0	0	0	0	0	0	0	0	0	 		58	148.564103	3.22
TM	RSP	26	4	2013	26-Apr-13	2	8:27	8:36	65	23	0	0	4	3	0	0	6	0	0	0	0	0	0	0	0	0	0	 		101	148.564103	3.22
TM	RSP	15	5	2013	15-May-13	1	8:52	9:01	10	0	0	0	18	4	0	0	2	0	0	0	0	0	0	0	0	0	0	 		34	148.564103	3.22
TM	RSP	21	5	2013	21-May-13	2	8:17	8:24	9	59	0	0	13	2	0	0	1	0	16	0	8	0	0	0	0	0	0	 		108	148.564103	3.22
TM	RSP	2	6	2013	02-Jun-13	1	8:19	8:34	2	16	0	0	19	4	0	0	2	0	0	0	0	0	0	0	0	0	0	 		43	148.564103	3.22
TM	RSP	19	6	2013	09-Jun-13	2	7:07	7:23	9	1	0	0	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	 		23	148.564103	3.22
TM	RSP	16	7	2013	16-Jul-13	2	8:35	8:50	48	14	1	24	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	 		97	148.564103	3.22
TM	RSP	9	8	2013	09-Aug-13	1	8:00	8:33	7	1	17	4	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	 		33	148.564103	3.22
TM	RSP	6	9	2013	06-Sep-13	1	8:30	8:54	11	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	 		13	148.564103	3.22
TM	RSP	20	9	2013	20-Sep-13	2	8:32	8:50	21	15	10	0	5	2	0	0	0	0	2	0	0	0	0	0	0	0	0	 		55	148.564103	3.22
TM	RSP	2	10	2013	02-Oct-13	1	7:46	8:04	3	7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 		12	148.564103	3.22
TM	RSP	25	10	2013	25-Oct-13	2	8:05	8:28	28	13	7	0	3	9	0	0	2	0	0	0	0	0	0	0	0	0	0	 		62	148.564103	3.22
TM 	RSP	5	11	2013	05-Nov-13	1	7:12	7:29	46	0	2	0	7	2	0	0	2	0	0	0	0	0	0	0	0	0	0	 		59	148.564103	3.22
TM	RSP	20	11	2013	20-Nov-13	2	7:34	7:51	17	17	17	892	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	 		953	148.564103	3.22
TM	RSP	8	12	2013	08-Dec-13	1	8:16	8:34	38	0	21	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	 		66	148.564103	3.22
TM	RSP	24	12	2013	24-Dec-13	2	8:22	8:39	23	0	1	0	4	19	0	0	2	0	0	0	0	0	0	0	0	0	0	 		49	148.564103	3.22
TM	S1	15	2	2009	15-Feb-09	1	746	802	5	0	0	0	14	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	 	23	120.125	3.41
TM	S1	3	3	2009	03-Mar-09	1	740	750	10	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	8	 	28	120.125	3.41
TM	S1	16	3	2009	16-Mar-09	2	724	739	5	0	45	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	81	120.125	3.41
TM	S1	3	4	2009	03-Apr-09	1	717	730	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	8	 	17	120.125	3.41
TM	S1	21	4	2009	21-Apr-09	2	725	738	1	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	17	120.125	3.41
TM	S1	1	5	2009	01-May-09	1	806	821	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	 	7	120.125	3.41
TM	S1	26	6	2009	26-Jun-09	2	754	834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	120.125	3.41
TM	S1	5	7	2009	05-Jul-09	1	716	733	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	1	120.125	3.41
TM	S1	25	7	2009	25-Jul-09	2	755	813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	120.125	3.41
TM	S1	5	8	2009	05-Aug-09	1	842	902	2	0	31	50	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	 	95	120.125	3.41
TM	S1	20	8	2009	20-Aug-09	2	810	833	4	0	12	452	4	3	0	0	0	0	0	0	0	0	0	0	1	0	0	4	 	480	120.125	3.41
TM	S1	4	9	2009	04-Sep-09	1	737	753	3	0	0	27	15	1	0	0	0	0	0	0	0	0	4	0	0	0	0	5	 	55	120.125	3.41
TM	S1	26	9	2009	26-Sep-09	2	825	838	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	10	120.125	3.41
TM	S1	8	10	2009	08-Oct-09	1	719	728	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	1	120.125	3.41
TM	S1	30	10	2009	30-Oct-09	2	824	852	6	0	72	2778	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	2880	120.125	3.41
TM	S1	4	11	2009	04-Nov-09	1	730	742	12	0	0	255	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	275	120.125	3.41
TM	S1	17	11	2009	17-Nov-09	2	758	809	44	0	33	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	2	 	83	120.125	3.41
TM	S1	3	12	2009	03-Dec-09	1	755	810	79	0	21	0	17	5	0	2	0	0	0	0	0	0	0	0	0	0	1	8	 	133	120.125	3.41
TM	S1	23	12	2009	23-Dec-09	2	818	832	35	0	1	0	44	11	13	0	0	0	4	0	0	0	0	0	3	0	0	18	 	129	120.125	3.41
TM	S1	13	1	2010	13-Jan-10	1	803	820	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	 	6	120.125	3.41
TM	S1	29	1	2010	29-Jan-10	2	751	804	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	 	5	120.125	3.41
TM	S1	22	2	2010	22-Feb-10	2	745	801	0	0	0	0	0	6	0	0	2	0	0	2	0	0	1	0	0	0	0	11	 	22	120.125	3.41
TM	S1	6	3	2010	06-Mar-10	1	757	818	0	0	0	0	1	1	9	0	7	0	0	0	0	0	0	0	0	0	0	8	 	26	120.125	3.41
TM	S1	26	3	2010	26-Mar-10	2	742	800	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	2	120.125	3.41
TM	S1	8	4	2010	08-Apr-10	1	738	757	0	0	0	0	3	0	0	0	2	0	0	5	0	0	0	0	0	0	0	7	 	17	120.125	3.41
TM	S1	21	4	2010	21-Apr-10	2	755	812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	120.125	3.41
TM	S1	16	5	2010	16-May-10	2	746	810	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	 	3	120.125	3.41
TM	S1	14	6	2010	14-Jun-10	1	714	732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	120.125	3.41
TM	S1	28	6	2010	28-Jun-10	2	810	826	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	2	120.125	3.41
TM	S1	10	7	2010	10-Jul-10	1	700	725	1	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	12	120.125	3.41
TM	S1	28	7	2010	28-Jul-10	2	728	811	0	0	286	4102	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	4417	120.125	3.41
TM	S1	11	8	2010	11-Aug-10	1	718	737	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	4	120.125	3.41
TM	S1	26	8	2010	26-Aug-10	2	723	743	6	0	172	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	207	120.125	3.41
TM	S1	7	9	2010	07-Sep-10	1	739	804	2	35	0	1	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	 	48	120.125	3.41
TM	S1	21	9	2010	21-Sep-10	2	734	753	5	1	0	0	15	0	0	0	4	0	0	0	0	14	0	0	0	0	0	18	 	57	120.125	3.41
TM	S1	15	10	2010	15-Oct-10	1	732	746	0	0	24	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	 	27	120.125	3.41
TM	S1	22	10	2010	22-Oct-10	2	709	728	1	0	36	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	 	43	120.125	3.41
TM	S1	6	11	2010	06-Nov-10	1	704	723	0	0	17	293	4	1	0	0	3	0	0	0	0	0	0	0	0	0	0	4	 	322	120.125	3.41
TM	S1	17	11	2010	17-Nov-10	2	702	718	4	0	0	228	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	 	235	120.125	3.41
TM	S1	12	12	2010	12-Dec-10	1	728	745	0	0	41	1	6	1	0	0	2	0	0	0	0	0	0	0	0	0	0	3	 	54	120.125	3.41
TM	S1	21	12	2010	21-Dec-10	2	814	825	1	0	20	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	 	27	120.125	3.41
TM	S1	6	1	2011	06-Jan-11	1	701	715	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	 	9	120.125	3.41
TM	S1	23	1	2011	23-Jan-11	2	820	834	1	0	0	0	0	4	9	0	12	0	0	0	0	9	0	0	1	0	0	26	 	62	120.125	3.41
TM	S1	1	2	2011	01-Feb-11	1	806	818	0	0	0	0	0	2	0	0	0	0	0	3	0	1	0	0	0	0	0	6	 	12	120.125	3.41
TM	S1	16	2	2011	16-Feb-11	2	744	801	0	0	0	0	1	4	0	0	5	0	0	0	0	0	0	0	0	0	0	9	 	19	120.125	3.41
TM	S1	4	3	2011	04-Mar-11	1	732	745	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	4	120.125	3.41
TM	S1	24	3	2011	24-Mar-11	2	803	817	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	2	120.125	3.41
TM	S1	2	4	2011	02-Apr-11	1	814	831	0	0	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	7	 	15	120.125	3.41
TM	S1	26	4	2011	26-Apr-11	2	810	822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	120.125	3.41
TM	S1	2	5	2011	02-May-11	1	805	818	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	 	12	120.125	3.41
TM	S1	18	5	2011	18-May-11	2	835	848	0	0	0	0	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	6	 	13	120.125	3.41
TM	S1	2	6	2011	02-Jun-11	1	811	822	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	6	 	12	120.125	3.41
TM	S1	17	6	2011	17-Jun-11	2	816	828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	120.125	3.41
TM	S1	1	7	2011	01-Jul-11	1	827	839	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	11	 	22	120.125	3.41
TM	S1	18	7	2011	18-Jul-11	2	714	730	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	 	5	120.125	3.41
TM	S1	2	8	2011	02-Aug-11	1	828	841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	120.125	3.41
TM	S1	24	8	2011	24-Aug-11	2	826	839	1	0	63	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	79	120.125	3.41
TM	S1	3	9	2011	03-Sep-11	1	725	741	0	0	32	6	3	0	2	0	0	0	0	0	0	0	3	0	0	0	0	3	Note: the 3 Oribis we saw could have possibly been reed buck or clipsringer.	49	120.125	3.41
TM	S1	17	9	2011	17-Sep-11	2	728	800	1	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6	 	14	120.125	3.41
TM	S1	7	10	2011	07-Oct-11	1	748	804	0	0	198	4	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	7	 	216	120.125	3.41
TM	S1	18	10	2011	18-Oct-11	2	843	900	2	2	0	0	6	12	0	0	1	0	0	1	2	0	0	0	0	0	0	16	 	42	120.125	3.41
TM	S1	4	11	2011	04-Nov-11	1	826	839	0	0	73	0	29	8	0	0	0	0	0	0	0	0	0	0	0	0	0	8	 	118	120.125	3.41
TM	S1	17	11	2011	17-Nov-11	2	841	853	3	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	 	7	120.125	3.41
TM	S1	1	12	2011	01-Dec-11	1	838	851	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	1	120.125	3.41
TM	S1	25	1	2012	25-Jan-12	2	740	753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	120.125	3.41
TM	S1	3	2	2012	03-Feb-12	1	758	816	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	 	2	120.125	3.41
TM	S1	17	2	2012	17-Feb-12	2	836	852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	120.125	3.41
TM	S1	10	3	2012	10-Mar-12	1	754	809	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	 	6	120.125	3.41
TM	S1	20	3	2012	20-Mar-12	2	751	809	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	11	 	22	120.125	3.41
TM	S1	2	4	2012	02-Apr-12	1	803	819	0	1	0	0	0	1	0	0	11	0	0	0	0	0	0	0	2	0	0	14	 	29	120.125	3.41
TM	S1	10	7	2012	10-Jul-12	1	834	857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	120.125	3.41
