Park	Transect	Day	Month	Year	ActualDate	BiMonth	TimeStart	TimeEnd	Thomsons	Impala	Zebra	Gnu	Topi	Warthog	Hartebeast	Grants	Buffalo	Hippo	Giraffe	Ostrich	Eland	Elephant	Oribi	Reedbuck	Waterbuck	Baboons	Bushbuck	Other	Comments	TotalPrey	AvgPrey	Distance
TM	S1	16	7	2012	16-Jul-12	2	801	820	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	 	1	120.125	3.41
TM	S1	5	8	2012	05-Aug-12	1	703	722	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	 	4	120.125	3.41
TM	S1	13	9	2012	13-Sep-12	1	8:00	8:13	0	0	10	0	2	0	0	0	24	0	0	0	0	0	0	0	0	0	0	 		36	120.125	3.41
TM	S1	20	9	2012	20-Sep-12	2	7:59	8:20	0	0	0	0	0	0	0	0	223	0	0	1	0	0	0	0	0	0	0	 		224	120.125	3.41
TM	S1	2	10	2012	02-Oct-12	1	8:26	8:45	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	 		9	120.125	3.41
TM	S1	17	10	2012	17-Oct-12	2	8:39	9:02	0	0	409	2404	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 		2816	120.125	3.41
TM	S1	5	11	2012	05-Nov-12	1	8:41	8:55	0	0	32	0	17	1	0	0	0	0	0	0	1	0	0	0	0	0	0	 		51	120.125	3.41
TM	S1	16	11	2012	16-Nov-12	2	8:01	8:14	0	0	11	0	12	0	11	0	0	0	0	0	0	0	1	0	0	0	0	 		35	120.125	3.41
TM	S1	22	12	2012	22-Dec-12	2	8:09	8:22	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	 		1	120.125	3.41
TM	S1	7	2	2013	07-Feb-13	1	7:45	8:01	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	 		4	120.125	3.41
TM	S1	17	2	2013	17-Feb-13	2	7:59	8:28	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	 		1	120.125	3.41
TM	S1	2	3	2013	02-Mar-13	1	7:47	7:59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 		0	120.125	3.41
TM	S1	16	3	2013	16-Mar-13	2	7:53	8:15	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	 		2	120.125	3.41
TM	S1	15	5	2013	15-May-13	1	7:36	7:58	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	 		1	120.125	3.41
TM	S1	20	5	2013	20-May-13	2	7:16	7:32	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	 		1	120.125	3.41
TM	S1	3	6	2013	03-Jun-13	1	8:10	8:25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 		0	120.125	3.41
TM	S1	19	6	2013	19-Jun-13	2	7:41	7:56	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	 		1	120.125	3.41
TM	S1	6	7	2013	06-Jul-13	1	8:43	9:07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 		0	120.125	3.41
TM	S1	25	7	2013	25-Jul-13	2	8:18	8:49	0	0	111	1421	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 		1544	120.125	3.41
TM	S1	5	8	2013	05-Aug-13	1	7:47	7:54	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 		1	120.125	3.41
TM	S1	20	8	2013	20-Aug-13	2	7:42	7:56	0	0	122	9	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	 		133	120.125	3.41
TM	S1	2	9	2013	02-Sep-13	1	7:40	7:55	0	0	136	89	6	0	0	0	3	0	0	0	0	0	0	0	0	0	0	 		234	120.125	3.41
TM	S1	16	9	2013	16-Sep-13	2	 		 		 		 		 		 		 		 		 		 		 		 	0	120.125	3.41
TM	S1	3	10	2013	03-Oct-13	1	8:26	8:42	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 		6	120.125	3.41
TM	S1	26	10	2013	26-Oct-13	2	8:13	8:30	1	0	96	0	1	0	0	0	3	0	0	0	0	7	0	0	0	0	0	 		108	120.125	3.41
TM	S1	1	11	2013	01-Nov-13	1	7:36	7:56	0	0	40	0	2	0	0	0	33	0	0	0	0	4	2	0	0	0	0	 		81	120.125	3.41
TM	S1	22	11	2013	22-Nov-13	2	8:16	8:38	0	0	13	151	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	 		165	120.125	3.41
TM	S1	5	12	2013	05-Dec-13	1	8:02	8:21	1	0	48	1	2	10	0	0	0	0	0	0	0	4	0	0	0	0	0	 		66	120.125	3.41
TM	S1	19	12	2013	19-Dec-13	2	7:51	8:05	0	0	53	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 		55	120.125	3.41
TM	S2	15	2	2009	15-Feb-09	1	808	824	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	2	120.125	1.47
TM	S2	3	3	2009	03-Mar-09	1	723	729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	120.125	1.47
TM	S2	16	3	2009	16-Mar-09	2	707	713	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	 	4	120.125	1.47
TM	S2	3	4	2009	03-Apr-09	1	700	705	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	8	120.125	1.47
TM	S2	21	4	2009	21-Apr-09	2	706	713	4	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	 	10	120.125	1.47
TM	S2	1	5	2009	01-May-09	1	717	725	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	 	10	120.125	1.47
TM	S2	26	5	2009	26-May-09	2	834	847	0	0	0	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	 	12	120.125	1.47
TM	S2	5	6	2009	05-Jun-09	1	659	705	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	2	120.125	1.47
TM	S2	26	6	2009	26-Jun-09	2	730	737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	120.125	1.47
TM	S2	5	7	2009	05-Jul-09	1	702	710	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	11	120.125	1.47
TM	S2	25	7	2009	25-Jul-09	2	820	829	12	1	43	0	8	9	10	0	0	0	0	0	0	0	0	0	0	0	0	9	 	92	120.125	1.47
TM	S2	1	8	2009	01-Aug-09	1	847	854	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	 	12	120.125	1.47
TM	S2	20	8	2009	20-Aug-09	2	742	756	1	2	3	187	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	 	197	120.125	1.47
TM	S2	4	9	2009	04-Sep-09	1	720	729	1	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	5	 	11	120.125	1.47
TM	S2	24	9	2009	24-Sep-09	2	722	731	3	0	0	367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	370	120.125	1.47
TM	S2	8	10	2009	08-Oct-09	1	752	810	2	1	1	0	0	1	0	0	2	0	0	0	1	1	0	0	0	0	0	5	 	14	120.125	1.47
TM	S2	28	10	2009	28-Oct-09	2	746	805	8	3	6	421	0	1	0	0	0	0	0	0	5	15	0	0	0	0	0	21	 	480	120.125	1.47
TM	S2	1	11	2009	01-Nov-09	1	832	839	5	0	6	276	5	3	0	0	0	0	0	1	0	0	0	0	0	0	0	4	 	300	120.125	1.47
TM	S2	17	11	2009	17-Nov-09	2	749	753	19	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	30	120.125	1.47
TM	S2	3	12	2009	03-Dec-09	1	715	720	47	3	14	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	 	74	120.125	1.47
TM	S2	23	12	2009	23-Dec-09	2	753	758	45	0	2	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	12	 	71	120.125	1.47
TM	S2	13	1	2010	13-Jan-10	1	827	834	25	7	6	0	12	5	1	0	0	0	0	0	0	0	0	0	0	0	0	5	 	61	120.125	1.47
TM	S2	29	1	2010	29-Jan-10	2	728	748	67	3	0	0	28	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	 	102	120.125	1.47
TM	S2	9	2	2010	09-Feb-10	1	825	832	22	4	0	0	7	4	0	0	0	0	4	0	0	0	0	0	0	0	0	8	 	49	120.125	1.47
TM	S2	22	2	2010	22-Feb-10	2	729	736	38	6	0	0	9	2	0	3	0	0	0	0	0	0	0	0	0	0	0	5	 	63	120.125	1.47
TM	S2	6	3	2010	06-Mar-10	1	712	724	62	6	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	77	120.125	1.47
TM	S2	28	3	2010	28-Mar-10	2	800	806	2	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	6	120.125	1.47
TM	S2	3	4	2010	03-Apr-10	1	721	732	10	2	0	0	3	0	0	0	55	0	0	0	0	0	0	0	0	0	0	55	 	125	120.125	1.47
TM	S2	23	4	2010	23-Apr-10	2	759	810	57	3	0	0	9	3	0	1	0	0	0	0	0	0	0	0	0	0	0	4	 	77	120.125	1.47
TM	S2	15	5	2010	15-May-10	1	745	756	21	1	0	0	26	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	 	54	120.125	1.47
TM	S2	5	6	2010	05-Jun-10	1	742	750	31	2	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	 	43	120.125	1.47
TM	S2	18	6	2010	18-Jun-10	2	735	743	31	5	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	 	47	120.125	1.47
TM	S2	10	7	2010	10-Jul-10	1	829	836	8	3	0	0	14	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	 	31	120.125	1.47
TM	S2	28	7	2010	28-Jul-10	2	829	836	7	0	0	0	10	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	 	26	120.125	1.47
TM	S2	11	8	2010	11-Aug-10	1	754	803	4	0	0	90	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	 	104	120.125	1.47
TM	S2	26	8	2010	26-Aug-10	2	755	802	1	1	59	118	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	 	185	120.125	1.47
TM	S2	7	9	2010	07-Sep-10	1	814	823	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	 	12	120.125	1.47
TM	S2	21	9	2010	21-Sep-10	2	805	811	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	8	 	17	120.125	1.47
TM	S2	10	10	2010	10-Oct-10	1	729	735	1	3	35	105	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	154	120.125	1.47
TM	S2	28	10	2010	28-Oct-10	2	733	741	2	0	103	22	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	10	 	147	120.125	1.47
TM	S2	6	11	2010	06-Nov-10	1	735	743	0	0	22	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	150	120.125	1.47
TM	S2	17	11	2010	17-Nov-10	2	729	735	6	0	2	34	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	43	120.125	1.47
TM	S2	12	12	2010	12-Dec-10	1	759	823	1	0	9	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	 	17	120.125	1.47
TM	S2	21	12	2010	21-Dec-10	2	833	838	3	1	15	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	20	120.125	1.47
TM	S2	6	1	2011	06-Jan-11	1	724	731	10	2	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	20	120.125	1.47
TM	S2	23	1	2011	23-Jan-11	2	843	848	1	4	0	0	45	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	 	58	120.125	1.47
TM	S2	1	2	2011	01-Feb-11	1	827	834	13	3	0	0	48	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	 	66	120.125	1.47
TM	S2	16	2	2011	16-Feb-11	2	811	818	8	2	0	0	3	23	0	0	0	0	0	0	0	0	0	0	0	0	0	23	 	59	120.125	1.47
TM	S2	4	3	2011	04-Mar-11	1	754	803	21	19	22	0	41	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6	 	115	120.125	1.47
TM	S2	24	3	2011	24-Mar-11	2	827	833	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	1	120.125	1.47
TM	S2	2	4	2011	02-Apr-11	1	840	849	1	1	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	25	120.125	1.47
TM	S2	25	4	2011	25-Apr-11	2	816	822	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	2	120.125	1.47
TM	S2	2	5	2011	02-May-11	1	826	835	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	8	 	16	120.125	1.47
TM	S2	2	6	2011	02-Jun-11	1	800	805	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	10	120.125	1.47
TM	S2	17	6	2011	17-Jun-11	2	751	808	4	0	0	0	25	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	 	35	120.125	1.47
TM	S2	8	7	2011	08-Jul-11	1	713	724	59	2	3	0	71	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	 	137	120.125	1.47
TM	S2	18	7	2011	18-Jul-11	2	745	753	21	1	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	50	120.125	1.47
TM	S2	2	8	2011	02-Aug-11	1	819	823	12	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	21	120.125	1.47
TM	S2	24	8	2011	24-Aug-11	2	849	854	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	5	120.125	1.47
TM	S2	3	9	2011	03-Sep-11	1	755	801	31	1	51	0	6	2	0	0	0	0	0	1	0	0	0	0	0	0	0	3	 	95	120.125	1.47
TM	S2	15	9	2011	15-Sep-11	2	800	811	17	1	29	7	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NOTE: The South II prey transect was done on the 15 for the second half of the month.	119	120.125	1.47
TM	S2	2	10	2011	02-Oct-11	1	815	829	23	1	15	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	44	120.125	1.47
TM	S2	18	10	2011	18-Oct-11	2	815	823	30	0	6	7	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	7	 	59	120.125	1.47
TM	S2	2	11	2011	02-Nov-11	1	703	713	4	0	93	75	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	 	183	120.125	1.47
TM	S2	17	11	2011	17-Nov-11	2	836	848	19	0	0	0	24	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	 	47	120.125	1.47
TM	S2	1	12	2011	01-Dec-11	1	757	804	24	0	0	0	7	2	5	0	0	0	0	0	0	0	0	0	0	0	0	2	 	40	120.125	1.47
TM	S2	23	12	2011	23-Dec-11	2	823	832	6	0	0	0	3	0	11	0	41	0	0	0	0	0	0	0	0	0	0	41	 	102	120.125	1.47
TM	S2	25	1	2012	25-Jan-12	2	722	728	35	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	41	120.125	1.47
TM	S2	3	2	2012	03-Feb-12	1	744	750	35	0	0	0	26	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	 	69	120.125	1.47
TM	S2	17	2	2012	17-Feb-12	2	827	832	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	25	120.125	1.47
TM	S2	10	3	2012	10-Mar-12	1	744	749	2	1	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	 	10	120.125	1.47
TM	S2	20	3	2012	20-Mar-12	2	737	746	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	3	120.125	1.47
TM	S2	2	4	2012	02-Apr-12	1	749	756	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	10	120.125	1.47
TM	S2	27	4	2012	27-Apr-12	2	845	850	6	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	 	17	120.125	1.47
TM	S2	31	5	2012	31-May-12	2	804	812	11	8	0	0	43	0	0	0	48	0	0	0	0	0	0	0	0	0	0	48	 	158	120.125	1.47
TM	S2	5	6	2012	05-Jun-12	1	821	836	0	0	0	0	25	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	 	29	120.125	1.47
TM	S2	21	6	2012	21-Jun-12	2	731	749	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	11	120.125	1.47
TM	S2	3	7	2012	03-Jul-12	1	741	749	7	3	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	34	120.125	1.47
TM	S2	17	7	2012	17-Jul-12	2	819	826	29	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	32	120.125	1.47
TM	S2	3	8	2012	03-Aug-12	1	719	727	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	16	120.125	1.47
TM	S2	20	9	2012	20-Sep-12	2	7:44	7:53	0	0	6	0	2	0	12	0	0	0	0	1	0	0	0	0	0	0	0	 		21	120.125	1.47
TM	S2	2	10	2012	02-Oct-12	1	8:10	8:19	1	2	52	0	39	0	0	0	0	0	0	2	0	0	0	0	0	0	0	 		96	120.125	1.47
TM	S2	17	10	2012	17-Oct-12	2	8:21	8:32	0	0	150	1526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 		1676	120.125	1.47
TM	S2	5	11	2012	05-Nov-12	1	8:33	8:37	3	0	33	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	 		43	120.125	1.47
TM	S2	16	11	2012	16-Nov-12	2	7:51	7:57	0	0	14	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 		17	120.125	1.47
TM	S2	22	12	2012	22-Dec-12	2	7:57	8:02	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	 		7	120.125	1.47
TM	S2	16	1	2013	16-Jan-13	2	7:54	8:00	11	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 		16	120.125	1.47
TM	S2	1	2	2013	01-Feb-13	1	8:22	8:28	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	 		3	120.125	1.47
TM	S2	22	2	2013	22-Feb-13	2	8:25	8:40	53	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 		62	120.125	1.47
TM	S2	2	3	2013	02-Mar-13	1	7:37	7:42	3	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 		15	120.125	1.47
TM	S2	16	3	2013	16-Mar-13	2	7:43	7:48	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 		1	120.125	1.47
TM	S2	14	4	2013	14-Apr-13	1	7:09	7:16	12	7	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 		29	120.125	1.47
TM	S2	24	4	2013	24-Apr-13	2	7:12	7:17	26	0	0	0	33	0	0	0	0	0	0	0	0	8	0	0	0	0	0	 		67	120.125	1.47
TM	S2	12	5	2013	12-May-13	1	8:08	8:16	11	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	0	0	0	 		21	120.125	1.47
TM	S2	17	5	2013	17-May-13	2	7:51	7:59	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 		4	120.125	1.47
TM	S2	3	6	2013	03-Jun-13	1	7:32	7:38	9	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 		17	120.125	1.47
TM	S2	16	6	2013	06-Jun-13	2	7:54	8:00	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 		7	120.125	1.47
TM	S2	3	7	2013	03-Jul-13	1	8:36	8:42	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 		1	120.125	1.47
TM	S2	17	7	2013	17-Jul-13	2	8:41	8:55	1	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 		222	120.125	1.47
TM	S2	5	8	2013	05-Aug-13	1	8:00	8:17	0	0	5	75	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 		83	120.125	1.47
TM	S2	2	9	2013	02-Sep-13	1	7:28	7:34	12	3	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 		23	120.125	1.47
TM	S2	18	9	2013	18-Sep-13	2	8:16	8:25	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	 		4	120.125	1.47
TM	S2	3	10	2013	03-Oct-13	1	8:10	8:16	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 		4	120.125	1.47
TM	S2	16	10	2013	16-Oct-13	2	8:27	8:33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 		0	120.125	1.47
TM	S2	1	11	2013	01-Nov-13	1	8:15	8:22	14	1	26	0	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	 		55	120.125	1.47
TM	S2	18	11	2013	18-Nov-13	2	7:36	7:47	4	0	67	915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 		986	120.125	1.47
TM	S2	9	12	2013	09-Dec-13	1	8:20	8:28	1	0	70	64	1	4	0	0	4	0	0	0	0	0	0	0	0	0	0	 		144	120.125	1.47
TM	S2	16	12	2013	16-Dec-13	2	7:24	7:30	4	0	63	0	1	4	0	0	3	0	0	0	0	0	0	0	0	0	0	 		75	120.125	1.47
TM	SST	2	8	2008	02-Aug-08	1	731	756	3	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	8	225.650794	1.45
TM	SST	2	8	2008	02-Aug-08	1	731	756	196	0	0	22	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	 	226	225.650794	3.95
TM	SST	18	8	2008	18-Aug-08	2	752	817	2	0	17	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	24	225.650794	1.45
TM	SST	18	8	2008	18-Aug-08	2	752	817	284	0	40	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	327	225.650794	3.95
TM	SST	6	9	2008	06-Sep-08	1	732	807	18	0	30	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	66	225.650794	1.45
TM	SST	6	9	2008	06-Sep-08	1	732	807	98	1	120	225	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	 	448	225.650794	3.95
TM	SST	22	9	2008	22-Sep-08	2	736	750	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	54	225.650794	1.45
TM	SST	22	9	2008	22-Sep-08	2	736	750	44	1	232	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	282	225.650794	3.95
TM	SST	3	10	2008	03-Oct-08	1	722	741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	225.650794	1.45
TM	SST	3	10	2008	03-Oct-08	1	722	741	74	1	50	19	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	4	 	154	225.650794	3.95
TM	SST	13	10	2008	13-Oct-08	2	721	747	0	0	100	30	1	0	1	0	0	0	0	0	5	0	0	0	0	0	0	5	 	142	225.650794	1.45
TM	SST	13	10	2008	13-Oct-08	2	721	747	102	0	92	554	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	 	752	225.650794	3.95
TM	SST	2	11	2008	02-Nov-08	1	730	752	0	0	60	551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	611	225.650794	1.45
TM	SST	2	11	2008	02-Nov-08	1	730	752	19	0	6	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	16	 	57	225.650794	3.95
TM	SST	20	11	2008	20-Nov-08	2	738	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	225.650794	1.45
TM	SST	20	11	2008	20-Nov-08	2	738	800	7	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	 	16	225.650794	3.95
TM	SST	4	12	2008	04-Dec-08	1	745	802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	225.650794	1.45
TM	SST	4	12	2008	04-Dec-08	1	745	802	38	0	4	0	0	4	0	0	0	0	0	1	1	0	0	0	0	0	0	6	 	54	225.650794	3.95
TM	SST	21	12	2008	21-Dec-08	2	740	803	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	9	 	18	225.650794	1.45
TM	SST	21	12	2008	21-Dec-08	2	740	803	48	14	21	0	11	4	0	3	0	0	0	0	0	0	0	0	0	0	0	7	 	108	225.650794	3.95
TM	SST	2	1	2009	02-Jan-09	1	720	744	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	7	225.650794	1.45
TM	SST	2	1	2009	02-Jan-09	1	720	744	37	11	26	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	 	85	225.650794	3.95
TM	SST	12	1	2009	12-Jan-09	2	721	816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	225.650794	1.45
TM	SST	12	1	2009	12-Jan-09	2	721	816	9	0	0	0	12	0	0	3	0	0	0	3	0	0	0	0	0	0	0	6	 	33	225.650794	3.95
TM	SST	1	2	2009	01-Feb-09	1	842	925	0	0	94	0	3	14	0	0	0	0	0	0	5	0	0	0	0	0	0	19	 	135	225.650794	3.95
TM	SST	1	2	2009	01-Feb-09	1	842	925	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	 	8	225.650794	1.45
TM	SST	15	2	2009	15-Feb-09	2	711	735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	225.650794	3.95
TM	SST	15	2	2009	15-Feb-09	2	711	735	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	 	4	225.650794	1.45
TM	SST	1	3	2009	01-Mar-09	1	701	741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	225.650794	1.45
TM	SST	1	3	2009	01-Mar-09	1	701	741	2	0	40	0	8	1	0	0	0	0	0	9	0	0	3	0	0	0	0	13	 	76	225.650794	3.95
TM	SST	15	3	2009	15-Mar-09	2	817	837	0	0	50	0	7	0	0	0	109	0	0	0	0	0	0	0	0	0	0	109	 	275	225.650794	3.95
TM	SST	15	3	2009	15-Mar-09	2	817	837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	225.650794	1.45
TM	SST	4	4	2009	04-Apr-09	1	731	825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	225.650794	1.45
TM	SST	4	4	2009	04-Apr-09	1	731	825	4	0	32	0	5	0	0	0	0	0	0	0	6	0	0	0	0	0	0	6	 	53	225.650794	3.95
TM	SST	21	4	2009	21-Apr-09	2	801	838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	225.650794	3.95
TM	SST	21	4	2009	21-Apr-09	2	801	838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	225.650794	1.45
